"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"22-GNSV2-14317","","T2942 - Pump Station/Collection System & Water Treatment Plant Operator - Ancora Psych","Jersey Environmental Solutions LLC","RFP/SC-SBE","$475,982.47","Division of Purchase and Property ","3PS - Sent","07/01/2022","06/30/2026"
"22-GNSV2-01885","","T2946 - Elevator Maintenance, Repair, Testing, and Inspection Services","Champion Elevator","RFP/NJCOOP/SC-SBE","$1,871,431.58","Division of Purchase and Property ","3PS - Sent","10/22/2021","02/28/2026"
"22-GNSV2-01808","","T3118 - Emergency Winter Season Towing Services - NJDOT","Hamilton Auto Clinic LLC","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","10/01/2021","09/30/2025"
"22-GNSV1-39218","","T0154 - Water Treatment & Maintenance Services (Heating & Cooling) - Statewide","Butler Water Corrections","RFP/NJCOOP/SBE","$28,280.00","Division of Purchase and Property ","3PS - Sent","04/01/2023","03/31/2026"
"22-GNSV1-39216","","T0154 - Water Treatment & Maintenance Services (Heating & Cooling) - Statewide","Wasak Inc.","RFP/NJCOOP/SBE","$221,418.47","Division of Purchase and Property ","3PS - Sent","04/01/2023","03/31/2026"
"22-GNSV1-28415","","T2867 - Warehousing and Emergency Ops: Services and Logistics","ams logistics","RFP/SC-SBE","$13,801,640.78","Division of Purchase and Property ","3PS - Sent","11/01/2022","10/31/2027"
"22-GNSV1-16973","","T2591 - Tire Removal & Disposal/Recycling - NJDOT Maintenance Facilities","CEMCO Custom Environmental Management Co. Inc.","RFP/SBE","$267,247.46","Division of Purchase and Property ","3PS - Sent","07/01/2022","06/30/2026"
"22-GNSV1-07326","","T2342- Maintenance and Repair Services - DMAVA War Memorials ","Engineered Rain LLC","RFP/SBE","$694,581.14","Division of Purchase and Property ","3PS - Sent","06/01/2022","05/31/2026"
"22-GNSV1-02427","","T2665 - SOLID WASTE COLLECTION -                STATEWIDE                                           ","Seaside Waste Services, Inc.","RFP/NJCOOP","$2,014,393.99","Division of Purchase and Property ","3PS - Sent","11/29/2021","01/10/2026"
"22-FOOD-96185","","T1715 Canteen Commissary for the Department of Corrections through Distribution and Support Services","Plastic Express, Inc","RFP","$275,452.02","Division of Purchase and Property ","3PS - Sent","12/31/2024","12/30/2027"
"22-FOOD-94121","","T1740: Food/Non-Food - Bulk Food Items for Distribution and Support Services on Behalf of SWSP","Foods Galore Inc","RFP","$9,300.00","Division of Purchase and Property ","3PS - Sent","12/06/2024","12/05/2027"
"22-FOOD-94120","","T1740: Food/Non-Food - Bulk Food Items for Distribution and Support Services on Behalf of SWSP","VC999 Packaging Systems Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","12/06/2024","12/05/2027"
"22-FOOD-94118","","T1740: Food/Non-Food - Bulk Food Items for Distribution and Support Services on Behalf of SWSP","UNIVERSAL COFFEE CORP","RFP","$19,220.00","Division of Purchase and Property ","3PS - Sent","12/06/2024","12/05/2027"
"22-FOOD-53265","","T3027 Plumbing and Heating, Ventilation and Air Conditioning (HVAC) Supplies/Equipment  - Statewide","Atlantic Procurement Group","RFP/NJCOOP/SBE","$1,888,857.42","Division of Purchase and Property ","3PS - Sent","10/02/2023","10/01/2026"
"22-FOOD-53264","","T3027 Plumbing and Heating, Ventilation and Air Conditioning (HVAC) Supplies/Equipment  - Statewide","Air Purifiers Inc.","RFP/NJCOOP/SBE","$341,468.34","Division of Purchase and Property ","3PS - Sent","10/02/2023","10/01/2026"
"22-FOOD-53263","","T3027 Plumbing and Heating, Ventilation and Air Conditioning (HVAC) Supplies/Equipment  - Statewide","Ironbound Supply Co. Inc.","RFP/NJCOOP/SBE","$626,437.53","Division of Purchase and Property ","3PS - Sent","10/02/2023","10/01/2026"
"22-FOOD-40526","","T1105 - Foods: Meat- Cured, Fresh, Chilled and Frozen, for Distribution and Support Services","Maid-Rite Specialty Foods Inc","RFP","$547,153.98","Division of Purchase and Property ","3PS - Sent","03/27/2023","03/26/2026"
"22-FOOD-40524","","T1105 - Foods: Meat- Cured, Fresh, Chilled and Frozen, for Distribution and Support Services","Advanced Commodities Inc","RFP","$203,086.32","Division of Purchase and Property ","3PS - Sent","03/27/2023","03/26/2026"
"22-FOOD-40523","","T1105 - Foods: Meat- Cured, Fresh, Chilled and Frozen, for Distribution and Support Services","Jamac Frozen Food Corp","RFP","$175,993.20","Division of Purchase and Property ","3PS - Sent","03/27/2023","03/26/2026"
"22-FOOD-40522","","T1105 - Foods: Meat- Cured, Fresh, Chilled and Frozen, for Distribution and Support Services","MULLEN MARKETING LLC","RFP","$256,256.00","Division of Purchase and Property ","3PS - Sent","03/27/2023","03/26/2026"
"22-FOOD-33046","","T0012S: Food Service Items, Disposable, Recyclable, for DSS- Supplemental","Daxwell","RFP/PSBE","$424,282.15","Division of Purchase and Property ","3PS - Sent","01/15/2023","01/14/2026"
"22-FOOD-33045","","T0012S: Food Service Items, Disposable, Recyclable, for DSS- Supplemental","SUMMIT PAPER COMPANY","RFP/PSBE","$3,583,213.02","Division of Purchase and Property ","3PS - Sent","01/15/2023","01/14/2026"
"22-FOOD-33044","","T0012S: Food Service Items, Disposable, Recyclable, for DSS- Supplemental","TSP Maintenance Supply LLC","RFP/PSBE","$127,481.60","Division of Purchase and Property ","3PS - Sent","01/15/2023","01/14/2026"
"22-FOOD-32375","","T2499 Foods: Various Foods Items - Statewide","TIMBERLANE FOOD SALES LLC","RFP/NJCOOP","$9,274,951.24","Division of Purchase and Property ","3PS - Sent","01/18/2023","01/17/2026"
"22-FOOD-32374","","T2499 Foods: Various Foods Items - Statewide","Bernard Food Industries Inc","RFP/NJCOOP","$12,626.37","Division of Purchase and Property ","3PS - Sent","01/18/2023","01/17/2026"
"22-FOOD-29596","","T3098 Game Birds - Pheasants & Quail for NJDEP/Div. of Fish and Wildlife","Mahantongo Game Farms LLC","RFP","$1,523,235.50","Division of Purchase and Property ","3PS - Sent","03/01/2023","02/28/2026"
"22-FOOD-29595","","T3098 Game Birds - Pheasants & Quail for NJDEP/Div. of Fish and Wildlife","Trace Pheasantry Inc","RFP","$419,389.00","Division of Purchase and Property ","3PS - Sent","03/01/2023","02/28/2026"
"22-FOOD-29303","","T1165 - Foods: Seafood, Frozen, for Distribution and Support Services","Channel Fish Processing Co. Inc","RFP","$1,753,461.00","Division of Purchase and Property ","3PS - Sent","11/25/2022","11/24/2025"
"22-FOOD-28761","","T0025 Clothing: Business/Formal Attire, Casual Wear, Coats, Undergarments, and Sleepwear - Statewide","NET JOY AND CO                ","RFP/NJCOOP/SBE","$825,352.00","Division of Purchase and Property ","3PS - Sent","11/15/2022","11/14/2025"
"22-FOOD-28760","","T0025 Clothing: Business/Formal Attire, Casual Wear, Coats, Undergarments, and Sleepwear - Statewide","Garden State Outfitters  Inc.","RFP/NJCOOP/SBE","$222,740.21","Division of Purchase and Property ","3PS - Sent","11/15/2022","11/14/2025"
"22-FOOD-20534","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Workrite Ergonomics Canada","RFP","$8,245.08","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20533","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Nightingale Corp","RFP","$403,420.00","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20532","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","NEUTRAL POSTURE INC","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20531","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Leggett and Platt Work Furniture Group","RFP","$671,693.77","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20530","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Bay Product Development LLC","RFP","$17,263.40","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20529","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Krueger International Inc.","RFP","$970,794.26","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20528","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Humanscale Corporation","RFP","$487,046.87","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-20527","","T0415 Furniture Unassembled Unfinished Including Components for DEPTCOR","Norix Group Inc.","RFP","$971,105.57","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2025"
"22-FOOD-12858","","T1163 Poultry, Various, Perishable, for Distribution and Support Services","Marcus Food Company","RFP","$3,822,077.97","Division of Purchase and Property ","3PS - Sent","05/15/2022","05/14/2026"
"22-FOOD-12301","","T0153: Chemicals and Insecticides for Mosquito and Tick Control","ES OPCO USA LLC DBA VESERIS","RFP/NJCOOP","$116,735.60","Division of Purchase and Property ","3PS - Sent","05/08/2022","05/07/2026"
"22-FOOD-12300","","T0153: Chemicals and Insecticides for Mosquito and Tick Control","Tick Box Technology Corporation","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","05/08/2022","05/07/2026"
"22-FOOD-12299","","T0153: Chemicals and Insecticides for Mosquito and Tick Control","Target Specialty Products","RFP/NJCOOP","$1,272.30","Division of Purchase and Property ","3PS - Sent","05/08/2022","05/07/2026"
"22-FOOD-12298","","T0153: Chemicals and Insecticides for Mosquito and Tick Control","CLARKE MOSQUITO CONTROL","RFP/NJCOOP","$486,079.22","Division of Purchase and Property ","3PS - Sent","05/08/2022","05/07/2026"
"22-FOOD-12297","","T0153: Chemicals and Insecticides for Mosquito and Tick Control","ADAPCO LLC","RFP/NJCOOP","$666,536.19","Division of Purchase and Property ","3PS - Sent","05/08/2022","05/07/2026"
"22-FOOD-10051","","T0001 Foods: Fresh Baked or Frozen Bread and Related Products Per County - Statewide","Luccasbakery","RFP","$828,115.49","Division of Purchase and Property ","3PS - Sent","04/15/2022","04/14/2026"
"22-FOOD-09931","","T0983 Environmental Testing Instruments, Equipment and Supplies for Air and Water Quality","H M Miller Sales Company d/b/a Miller Energy Inc.","RFP/NJCOOP","$6,715.00","Division of Purchase and Property ","3PS - Sent","03/30/2022","08/31/2025"
"22-FOOD-08252","","T1353 Fresh Fruits and Vegetables - Statewide","Global Harvest Produce","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","04/18/2022","04/17/2026"
"22-FOOD-08251","","T1353 Fresh Fruits and Vegetables - Statewide","Seashore Fruit & Produce Co.","RFP","$1,194,580.75","Division of Purchase and Property ","3PS - Sent","04/18/2022","04/17/2026"
"22-FOOD-08250","","T1353 Fresh Fruits and Vegetables - Statewide","Plainfield Fruit & Produce Co. Inc.","RFP/NJCOOP","$6,299,389.32","Division of Purchase and Property ","3PS - Sent","04/18/2022","04/17/2026"
"22-FOOD-08249","","T1353 Fresh Fruits and Vegetables - Statewide","Frank Gargiulo & Son Inc","RFP/NJCOOP","$6,528,054.82","Division of Purchase and Property ","3PS - Sent","04/18/2022","04/17/2026"
"22-FOOD-06175","","T0114 - LIBRARY & SCHOOL SUPPLIES","SCHOOL SPECIALTY, LLC","RFP/NJCOOP","$220,411.87","Division of Purchase and Property ","3PS - Sent","02/17/2022","08/30/2025"
"22-FOOD-05105","","T0641 Foods: Meats and Poultry for NJ Department of Corrections Agri Industries","Kingsland Prime Meats","RFP","$3,638,515.18","Division of Purchase and Property ","3PS - Sent","02/18/2022","02/17/2026"
"22-FOOD-05104","","T0641 Foods: Meats and Poultry for NJ Department of Corrections Agri Industries","Marcus Food Company","RFP","$2,365,532.68","Division of Purchase and Property ","3PS - Sent","02/18/2022","02/17/2026"
"22-FOOD-05103","","T0641 Foods: Meats and Poultry for NJ Department of Corrections Agri Industries","Chicago Meat Group Inc.","RFP","$794,867.50","Division of Purchase and Property ","3PS - Sent","02/18/2022","02/17/2026"
"22-FOOD-05102","","T0641 Foods: Meats and Poultry for NJ Department of Corrections Agri Industries","Advanced Commodities Inc","RFP","$4,218,404.04","Division of Purchase and Property ","3PS - Sent","02/18/2022","02/17/2026"
"22-FOOD-05101","","T0641 Foods: Meats and Poultry for NJ Department of Corrections Agri Industries","MULLEN MARKETING LLC","RFP","$3,822,484.81","Division of Purchase and Property ","3PS - Sent","02/18/2022","02/17/2026"
"22-FOOD-02553","","T0983 Environmental Testing Instruments, Equipment and Supplies for Air and Water Quality","Ambilabs, LLC","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","12/01/2021","08/31/2025"
"22-FOOD-02552","","T0983 Environmental Testing Instruments, Equipment and Supplies for Air and Water Quality","American Ecotech L.C.","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","12/01/2021","08/31/2025"
"22-FOOD-02550","","T0983 Environmental Testing Instruments, Equipment and Supplies for Air and Water Quality","Vaisala","RFP/NJCOOP","$40,767.50","Division of Purchase and Property ","3PS - Sent","12/01/2021","08/31/2025"
"22-FLEET-25355","","T0170 Fertilizer for Farm Use - Department of Corrections (Re-Bid)","Integrated Turf Management Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","09/16/2022","09/15/2025"
"22-FLEET-18629","","T0076 Traffic Flares - Statewide (Re-Bid)","Standard Fusee Corp","RFP/NJCOOP","$231,900.00","Division of Purchase and Property ","3PS - Sent","08/01/2022","07/31/2026"
"22-FLEET-10063","","T3129 Zero Turn Mowers: Gasoline and Diesel Engines, 60-inch and 72-inch Cutting Decks - Statewide","Deere & Company","RFP/NJCOOP","$105,421.51","Division of Purchase and Property ","3PS - Sent","04/06/2022","04/05/2026"
"22-FLEET-10062","","T3129 Zero Turn Mowers: Gasoline and Diesel Engines, 60-inch and 72-inch Cutting Decks - Statewide","Cherry Valley Tractor Sales","RFP/NJCOOP","$743,667.80","Division of Purchase and Property ","3PS - Sent","04/06/2022","04/05/2026"
"22-FLEET-09164","","T0731 Roadside Maintenance Herbicides and Insecticides - Statewide  - REBID","Arborchem Products Division of Asplundh Tree Expert  LLC.","RFP","$490,617.51","Division of Purchase and Property ","3PS - Sent","04/01/2022","03/31/2026"
"22-FLEET-06146","","T0115 Scientific Equipment Accessories Supplies and Maintenance Statewide","SCHOOL SPECIALTY, LLC","RFP","$7,148.43","Division of Purchase and Property ","3PS - Sent","02/16/2022","12/31/2025"
"22-FLEET-01813","","T0106 - Law Enforcement Firearms Equipment and Supplies","MUNICIPAL EMERGENCY SERVICES  ","RFP","$5,759,027.21","Division of Purchase and Property ","3PS - Sent","09/30/2021","05/14/2026"
"22-COMP-09416","","G9000 - Disaster Recovery Services","Kyndryl , Inc.","GSA/SC-SBE","$3,931,922.00","Division of Purchase and Property ","3PS - Sent","08/01/2019","12/31/2025"
"21-TELE-01895","","T1403 - PUBLISHING OF THE NEW JERSEY REGISTER AND CODE - OFFICE OF ADMIN LAW","Matthew Bender & Company Inc.","RFP/SC-SBE","$403,925.79","Division of Purchase and Property ","3PS - Sent","11/14/2021","11/13/2028"
"21-TELE-01518","","M7000 Data Communications Product and Services","Extreme Networks Inc.","RFP/NJCOOP","$622,980.83","Division of Purchase and Property ","3PS - Sent","05/28/2021","09/30/2026"
"21-TELE-01517","","M7000 Data Communications Product and Services","Hewlett Packard Enterprise Company","RFP/NJCOOP","$27,947.70","Division of Purchase and Property ","3PS - Sent","05/28/2021","09/30/2026"
"21-TELE-01506","","M7000 Data Communications Product and Services","Cisco Systems, Inc.","RFP/NJCOOP","$78,320,220.29","Division of Purchase and Property ","3PS - Sent","05/28/2021","09/30/2026"
"21-TELE-01467","","T3091 - Electronic Benefits Transfer for Women Infants and Children (WIC)","Solutran, LLC","RFP/SC-SBE","$3,052,201.56","Division of Purchase and Property ","3PS - Sent","07/08/2020","10/05/2025"
"21-TELE-01443","","M7000 Data Communications Product and Services","Cradlepoint, Inc.","RFP/NJCOOP","$227,944.71","Division of Purchase and Property ","3PS - Sent","03/26/2021","09/30/2026"
"21-TELE-01360","","M4002 - NASPO ValuePoint Cloud Solutions","SHI International","NATCOOP","$13,625,933.31","Division of Purchase and Property ","3PS - Sent","12/29/2020","09/15/2026"
"21-TELE-01333","","T0109 - RADIO COMMUNICATION EQUIPMENT           AND ACCESSORIES                                     ","Business Information Systems","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","05/01/2013","04/30/2026"
"21-PROSV-25420","","T2976 Disadvantaged Business Supportive Services Consultant","r6catalyst, LLC","RFP/PSBE","$257,675.00","Division of Purchase and Property ","3PS - Sent","01/01/2023","12/31/2025"
"21-PROSV-20828","","T2700 NJDEP Remediation System Operations and Maintenance Term Contract","Handex Consulting & Remediation LLC","RFP/SC-SBE","$41,607,951.81","Division of Purchase and Property ","3PS - Sent","09/01/2022","08/31/2027"
"21-PROSV-01714","","T0515 CONSULTANT PHARMACIST SERVICES","PHARMA-CARE, INC   ","RFP/SC-SBE","$9,681,310.01","Division of Purchase and Property ","3PS - Sent","02/08/2022","02/07/2026"
